uid,cards,notes,decks,presets
6218,1309,1309,33,1
6179,55857,46230,108,1
6180,1551,1459,19,2
6181,40362,32267,693,6
6182,2008,1245,35,1
6183,45016,36701,1199,2
6184,41620,36028,115,6
6185,436,436,24,1
6186,7667,7667,108,1
6187,6935,3207,297,2
6188,2493,2493,4,1
6189,35132,28699,1,1
6190,2704,2576,86,1
6191,9220,8969,120,1
6192,17819,8756,171,1
6193,754,754,63,1
6194,13974,13960,1,1
6195,2574,2574,15,1
6196,952,496,10,1
6197,7440,7440,5,1
6198,128514,93339,531,11
6219,12511,11764,14,2
6220,80813,55725,148,2
6221,86406,68611,869,1
6222,2725,2704,177,1
6223,11351,10764,33,3
6224,28434,27250,322,1
6225,22071,19761,28,1
6226,13840,13708,1316,1
6227,9229,9211,83,1
6228,27874,16886,14,2
6229,3829,3352,17,1
6230,2200,2200,1,1
6231,56963,40068,57,1
6232,493,493,62,1
6233,1431,1431,1,1
6234,6198,6189,245,1
6235,34891,28459,5,1
6236,40410,31281,234,1
6237,16387,16364,303,1
6238,6146,3073,10,2
6239,5732,3488,173,1
6240,3790,3789,50,1
6241,39851,39350,393,1
6242,7610,7493,310,1
6243,4000,2662,6,3
6244,97534,86688,716,2
6245,22798,16839,62,3
6246,5823,3222,2,1
6247,8160,5546,57,1
6248,13954,7569,28,6
6249,41051,40042,585,1
6250,814,443,2,1
6251,314,314,23,1
6252,9167,9167,7,2
6253,20070,17889,450,3
6254,7076,4150,158,1
6255,1564,1564,20,1
6256,50970,34816,238,1
6257,46145,37371,85,2
6258,3305,3249,13,1
6259,419,419,6,1
6260,7693,7693,11,1
6261,9472,9472,3,1
6262,3204,1215,355,1
6263,36179,29377,7,2
6264,30842,26658,461,1
6265,20485,14397,12,10
6266,44243,36965,1725,1
6267,12,12,1,1
6268,12178,8900,11,4
6269,2694,2690,62,1
6270,44976,36535,223,1
6271,97405,83673,2761,2
6272,1024,884,7,1
6273,6475,6472,15,1
6274,15422,12144,5,2
6275,907,907,5,1
6276,109031,108975,10,3
6277,37914,20891,437,1
6278,8358,7967,84,51
6279,8464,8464,3,2
6280,6282,6282,121,5
6281,1119,1119,97,1
6282,54495,48786,640,1
6283,2307,2307,7,3
6284,4841,4841,8,1
6285,103428,84424,1416,1
6286,2074,1897,110,1
6287,4107,2471,14,1
6288,3443,1855,3,1
6289,14599,14210,150,1
6290,6797,5779,2,1
6291,6525,3579,26,1
6292,9788,4903,7,1
6293,14605,14605,4,1
6294,76888,63165,605,1
6295,12744,11465,8,1
6296,22735,20691,113,1
6297,3402,3402,36,1
6298,9354,9354,62,1
6299,174,169,14,1
6300,1344,1344,2,1
6301,16182,12587,8,1
6302,7025,5949,55,3
6303,47904,36483,635,4
6304,10894,10894,7,3
6306,41078,15107,14,1
6307,85,85,7,1
6308,17370,16575,38,1
6309,106150,79194,1138,1
6310,4234,4228,89,5
6311,970,485,1,1
6312,791,791,76,1
6313,4843,4840,95,1
6314,47097,46771,1010,2
6315,14835,14835,240,1
6316,18663,15102,142,7
6317,7572,6104,2,1
6318,24638,12818,29,7
6319,2464,2464,19,1
6320,22270,17376,77,11
6321,18295,16146,185,1
6322,1291,1175,6,1
6323,2934,2850,3,2
6324,3456,3369,53,1
6325,22675,15238,144,1
6326,265,265,1,1
6327,9614,9104,39,3
6328,1107,908,83,1
6329,315,272,2,1
6330,13600,9978,67,2
6331,39527,31893,43,2
6332,1479,1440,93,1
6333,1220,1220,1,1
6334,18726,17610,155,1
6335,21222,18849,537,1
6336,4977,4921,9,1
6337,1938,1875,5,1
6338,54933,49978,610,1
6339,33694,32223,489,1
6340,10669,10667,452,2
6341,5941,5941,6,1
6342,9401,7704,155,1
6343,2795,2795,97,1
6344,43211,34582,54,1
6345,8549,5173,18,1
6346,42631,35470,3,2
6347,17593,12727,12,5
6348,44517,34747,227,1
6349,814,407,1,1
6350,16104,16009,3,2
6351,1437,1437,21,1
6352,15278,15278,2,1
6353,1030,446,7,3
6354,11900,11898,392,1
6355,7520,7415,127,1
6356,12757,10721,122,1
6357,13036,10960,9,5
6358,272,272,1,1
6359,2874,1575,16,1
6360,70852,57647,4955,5
6361,901,782,34,4
6362,61914,49188,131,1
6363,2053,1946,10,1
6364,20256,16056,75,1
6365,5019,5019,110,1
6366,21740,11494,16,9
6367,3948,3557,74,3
6368,37309,28151,367,1
6369,540,487,27,2
6370,54428,40865,59,1
6371,36769,32362,525,2
6372,15964,11482,449,2
6373,38809,32623,799,1
6374,24945,20621,330,1
6375,7745,7745,3,3
6376,54404,44553,158,1
6377,36011,33276,570,4
6378,6283,5850,45,1
6379,51165,44208,373,1
6380,7416,6295,326,1
6381,3802,3365,37,2
6382,3084,2703,50,1
6383,205,200,4,1
6384,5009,5009,1,1
6385,44298,41453,471,1
6386,378,374,14,1
6387,7561,3929,337,1
6388,53335,46246,1353,3
6389,125439,95990,562,5
6390,4624,4624,151,2
6391,1990,1846,70,1
6392,4535,3619,18,3
6393,21935,14476,441,1
6394,2988,2988,195,1
6395,4228,4083,59,2
6396,36093,29620,10,1
6397,234,234,1,1
6398,35835,25840,42,3
6399,13493,11137,235,1
6400,3624,3624,6,1
6401,6246,6246,7,2
6402,3700,3700,14,1
6403,44312,34562,23,1
6404,7334,3667,40,1
6405,49620,38917,165,1
6406,45367,45271,1826,1
6407,37737,28334,132,1
6408,14777,13064,52,1
6409,6759,6742,19,2
6410,36880,22490,21,6
6411,2519,2326,4,1
6412,25263,25016,558,1
6413,130137,130137,14,1
6414,43858,35138,57,1
6415,3317,3222,3,1
6416,792,792,7,1
6417,2246,2246,31,1
6418,7088,6483,53,1
6419,14304,9859,9,7
6420,2108,1181,22,1
6421,20375,14030,119,1
6422,39109,19688,18,1
6423,5500,5093,50,1
6424,29317,20614,518,10
6425,9469,9329,22,1
6426,5739,5662,3,1
6427,88095,72888,817,1
6428,779,779,3,1
6429,72000,58757,1617,1
6430,15788,10878,56,3
6431,48517,33981,13,8
6432,48176,37858,16,3
6433,22997,22822,44,1
6434,27637,27618,66,4
6435,4439,3526,35,1
6436,2612,2612,124,1
6437,30682,24930,43,1
6438,6061,6061,37,1
6439,5558,5486,120,1
6440,24323,16323,424,1
6441,47608,40107,269,1
6442,19502,19502,46,7
6443,47159,38162,190,1
6444,716,412,24,11
6445,5177,5177,37,1
6446,26489,24432,471,1
6447,20046,19885,18,1
6448,70136,43437,87,3
6450,280,280,1,1
6451,22103,17860,688,3
6452,3751,3559,80,1
6453,17150,17150,95,1
6454,17373,11224,8,5
6455,16080,10127,385,3
6456,43347,34771,80,1
6457,8435,8434,8,1
6458,1897,1862,69,1
6459,6097,6097,70,1
6460,27549,27549,88,1
6461,43019,36018,154,2
6462,8650,2856,9,1
6463,21816,21249,146,2
6464,508,508,1,1
6465,19350,19130,288,2
6466,29242,20794,243,2
6467,35560,28941,1,1
6468,2613,2610,13,1
6469,9296,8789,92,1
6470,1359,1359,37,1
6471,26577,19049,303,1
6472,6134,6134,12,7
6473,15145,12116,82,1
6474,4766,4668,1,1
6475,153757,125432,909,2
6476,7699,3640,303,2
6477,2353,2031,82,1
6478,1448,1120,9,4
6479,2501,1674,32,1
6480,62477,46950,254,3
6481,33290,29308,332,3
6482,2891,2888,8,1
6483,28094,18324,196,2
6484,5127,5127,11,1
6485,1208,1208,18,1
6486,57830,40383,525,1
6487,24545,22744,62,8
6488,85142,68723,747,1
6489,9680,9641,26,2
6490,84592,72229,885,2
6491,44569,37004,66,2
6492,11964,7636,21,2
6493,2079,2079,18,1
6494,1980,1980,34,1
6495,51720,49865,730,14
6496,4328,2299,2,2
6497,20352,11694,13,3
6498,83780,69580,658,2
6499,27587,17245,14,2
6500,7646,7646,7,5
6521,4935,4935,59,1
6522,44991,37510,360,49
6523,2204,1484,16,2
6524,5242,4241,7,1
6525,2683,2327,58,1
6527,441,240,6,1
6528,1018,418,2,1
6529,62684,46321,135,2
6530,1237,1013,7,2
6531,70189,48931,17,1
6532,7494,7476,193,1
6533,41901,34156,236,4
6534,2126,2126,14,2
6535,3445,3444,24,4
6536,5247,4728,28,2
6537,598,545,2,1
6538,18168,17720,20,4
6539,10,10,1,1
6540,15662,15531,218,1
6541,22657,14575,257,1
6501,12855,8980,24,1
6502,4405,4405,2,2
6503,16645,11426,15,1
6504,62941,58813,1306,62
6505,20414,20414,32,1
6506,13948,11823,122,1
6507,39460,36097,174,1
6508,7072,5814,10,1
6509,3539,3539,22,1
6510,680,680,1,1
6511,4925,4914,42,1
6512,36397,35852,79,1
6513,11869,11869,686,1
6514,322,313,1,1
6515,4044,4044,326,1
6516,59056,47339,98,4
6517,12731,7945,77,1
6518,3220,3147,25,1
6519,7933,7517,212,1
6520,165,128,4,1
6542,6074,4546,84,1
6543,4598,4292,153,2
6544,4075,2218,8,2
6545,16328,16067,235,1
6546,13511,12992,7,1
6547,1618,1618,68,5
6548,2134,2118,4,1
6549,36398,22650,1417,4
6550,56,56,1,1
6551,3939,3934,34,1
6552,24278,23625,380,4
6553,3567,1907,9,6
6554,13338,5908,9,3
6555,6996,6327,48,1
6556,26160,24833,47,2
6557,40465,32962,57,1
6558,307,307,45,1
6559,44998,34694,60,1
6560,1651,1493,7,1
6561,20131,20090,434,3
6582,1580,1580,1,1
6583,3495,3438,35,6
6584,2590,1897,6,5
6585,22344,18680,1,1
6586,2036,2036,92,1
6587,19456,10172,4,1
6588,4916,4182,45,1
6589,1680,1680,40,1
6590,9523,7161,3,1
6591,860,860,2,2
6592,82260,66343,471,1
6593,10510,8063,196,1
6594,22894,22373,9,2
6595,5165,4669,116,1
6596,55135,41323,798,5
6597,393,363,3,2
6598,35646,29827,42,2
6599,3169,1909,83,1
6600,11582,11582,3,2
6601,2730,2730,4,4
6562,12243,10296,116,3
6563,1192,1192,3,1
6564,1089,1032,86,1
6565,271,245,6,1
6566,18778,17801,323,1
6567,30364,23626,54,11
6568,2715,2715,135,1
6569,69591,57893,1755,2
6570,3310,3297,55,1
6571,2813,2737,195,1
6572,4195,3170,125,1
6573,61636,47131,202,2
6574,9346,6352,166,2
6575,612,612,3,3
6576,8091,7816,181,1
6577,1344,672,2,1
6578,3398,3398,49,11
6579,83387,74248,850,1
6580,81797,63183,299,2
6581,3202,1555,12,1
6602,1620,1617,115,1
6603,43254,34705,56,1
6604,3039,2831,32,3
6605,23711,13428,5,1
6606,1528,1528,3,1
6607,46187,40427,766,1
6608,852,852,9,1
6609,16730,16728,83,1
6610,2658,2658,2,1
6611,58,58,4,1
6612,6520,6387,16,2
6613,1223,1223,1,1
6614,4679,4679,8,1
6615,40925,34210,123,1
6616,603,603,1,1
6617,900,900,1,1
6618,2645,1534,11,2
6619,2200,2200,1,1
6620,2553,2553,17,1
6621,30354,27286,191,1
6622,2653,1243,16,2
6623,984,783,5,1
6624,95545,64642,138,1
6625,2038,2038,3,1
6626,99,99,1,1
6627,46292,38486,36,1
6628,8630,8145,5,4
6629,6479,6470,753,1
6630,29772,21610,22,10
6631,970,970,3,3
6632,14541,13174,105,4
6633,7742,3896,6,1
6634,50992,43590,1395,1
6635,5387,5387,31,1
6636,24927,8309,2,2
6637,3021,3021,8,1
6638,22947,21392,97,1
6639,2993,2991,11,2
6640,8162,6086,15,2
6641,62101,47583,102,1
6642,519,259,6,1
6643,7143,3855,2,1
6644,17246,8831,23,14
6645,9725,9725,8,4
6646,42682,34442,65,2
6647,37786,32284,378,5
6648,3277,3276,109,1
6649,144,129,5,1
6650,1800,1734,39,2
6651,38654,38554,465,1
6652,1262,139,17,1
6653,63418,46931,57,9
6654,1805,1052,13,1
6655,2899,2854,134,1
6656,6978,6401,37,1
6657,20022,5022,13,1
6658,2867,2559,33,1
6659,293,152,1,1
6660,98354,44592,68,3
6661,5735,5730,93,5
6662,13119,11477,26,1
6663,45768,23035,60,1
6664,50316,38358,669,1
6665,26002,6093,237,1
6666,58934,49023,517,2
6667,1490,1490,23,1
6668,5668,5668,14,5
6669,2949,2949,3,2
6670,5014,5014,1,1
6671,2620,2617,37,1
6672,23063,18626,39,1
6673,72189,66209,2,2
6674,21668,21645,3,2
6675,14438,12605,164,1
6676,33599,25727,127,13
6677,10700,5516,52,5
6678,3374,1883,110,1
6679,69417,51919,383,2
6680,12961,6482,7,2
6681,8922,8919,30,1
6682,1490,1490,4,1
6683,63620,48487,232,1
6684,7553,7447,109,1
6685,62266,51797,431,1
6686,55958,48990,823,1
6687,619,477,6,1
6688,2943,1111,132,2
6689,8068,4077,22,7
6690,13770,8091,11,3
6691,23504,16626,319,8
6692,2742,2742,16,1
6693,1918,1918,25,7
6694,5396,2780,9,2
6695,9741,9679,31,1
6696,29153,28528,70,9
6697,8583,8583,19,3
6698,11434,8012,197,1
6699,3894,3894,357,1
6700,54352,38423,98,2
6701,119021,102652,1419,1
6722,23141,20922,419,1
6723,3796,3796,287,1
6724,9811,8748,94,1
6725,49390,39652,142,3
6726,14068,8494,13,3
6727,16229,15958,153,6
6728,2336,2336,21,2
6729,30600,18428,5,5
6730,32376,26830,500,1
6731,1249,1088,6,1
6732,7823,7349,106,1
6733,1303,1290,10,3
6734,319,319,2,1
6735,1376,1376,164,1
6736,54361,44596,78,1
6737,49749,48379,39,3
6738,8647,8646,27,1
6739,972,972,4,1
6740,2680,2680,4,3
6741,60202,60202,3,2
6702,960,702,5,1
6703,2156,1159,8,1
6704,8501,6777,70,1
6705,79144,60862,31,1
6706,490,490,3,2
6707,10881,10350,19,2
6708,5305,4661,58,1
6709,78695,60661,325,1
6710,6858,5713,39,1
6711,10601,10601,86,3
6712,12767,8278,89,5
6713,1354,1266,31,1
6714,43098,43090,10,10
6715,2506,2492,51,1
6716,80532,65897,613,1
6717,12752,10253,81,1
6718,25842,21844,583,4
6719,1166,1051,9,1
6720,41184,33544,248,24
6721,67715,63142,1760,1
6742,1648,1526,19,1
6743,68361,55140,1848,2
6744,2427,2426,34,1
6745,2085,2085,1,1
6746,2182,2123,66,1
6747,2369,1918,7,1
6748,12824,12315,188,1
6749,1360,832,3,1
6750,6000,6000,3,1
6751,1242,808,6,1
6752,77898,56329,946,1
6753,6728,6558,173,2
6754,45531,34912,262,1
6755,868,539,2,2
6756,9560,8248,5,4
6757,14148,10465,165,1
6758,71217,57402,411,2
6759,20562,14801,33,1
6760,57035,44274,109,2
6761,1754,1754,1,1
6762,763,694,3,1
6763,1,1,1,1
6764,5567,5160,48,1
6765,7132,7126,5,4
6766,14823,14176,69,1
6767,11556,11208,55,3
6768,35993,31582,521,1
6769,852,426,1,1
6770,1599,1106,22,1
6771,4575,4260,405,2
6772,825,805,9,1
6773,3321,3271,80,1
6774,8709,8211,172,3
6775,15743,8608,36,2
6776,627,621,21,1
6777,5343,5343,500,1
6778,4228,2115,73,1
6779,72759,54712,146,1
6780,45463,36470,77,1
6781,2023,2023,2,2
6782,8489,8489,71,2
6783,6059,6058,10,3
6784,4836,4428,13,1
6785,42757,27130,16,4
6786,3537,3537,78,1
6787,30,30,1,1
6788,6639,5457,16,7
6789,87443,76526,817,2
6790,39036,19629,11,1
6791,6811,6811,95,1
6792,12541,10957,162,1
6793,18042,16155,15,1
6794,3422,3422,35,1
6795,7666,6888,184,1
6796,82141,67682,515,2
6797,22169,22136,261,1
6798,960,960,28,1
6799,42076,21045,3,3
6800,11416,8815,73,3
6801,3851,3851,51,1
6802,650,650,33,1
6803,2528,2518,19,1
6804,124681,124681,48,1
6805,25088,24128,27,1
6806,36481,29951,3,1
6807,2797,2737,82,1
6808,19,18,2,1
6809,2972,2895,64,1
6810,83511,76482,8,6
6811,86,86,8,2
6812,2796,2444,42,1
6813,18298,16434,209,1
6814,2316,2316,113,5
6815,8330,7676,263,1
6816,2272,2246,114,1
6817,12171,6319,6,2
6818,6468,3075,277,2
6819,68700,50170,283,1
6820,16746,16746,3,1
6821,3722,3474,94,1
6823,2156,2156,3,2
6824,73883,60444,380,1
6825,2474,1186,6,5
6826,1409,1375,40,1
6827,51194,42335,69,1
6828,6427,6213,2,1
6829,907,873,56,1
6830,28534,18400,61,2
6831,7617,6502,27,21
6832,8100,4501,14,1
6833,61344,46845,99,1
6834,2337,2337,19,1
6835,7594,7594,31,7
6836,9320,8876,444,1
6837,36087,29490,4,2
6838,4898,4898,3,3
6839,11620,11557,322,3
6840,2840,2840,94,1
6841,52378,40244,512,1
6842,1545,1540,28,1
6863,2745,1740,6,1
6864,3894,2512,15,1
6865,51629,41387,118,1
6866,26035,20877,400,1
6867,734,722,8,1
6869,2327,2311,12,1
6870,4272,3277,29,3
6871,55074,48355,324,17
6872,4,4,1,1
6873,1011,1011,1,1
6874,51591,42631,359,2
6875,5343,4073,85,1
6876,40908,38695,36,1
6877,7344,5798,56,4
6878,11218,11120,8,1
6879,1798,1794,15,1
6880,10727,10636,135,1
6881,3514,1757,1,1
6882,50590,40485,276,3
6883,2913,2274,55,2
6884,4615,3059,52,1
6885,26319,18614,4,2
6886,7258,7145,119,1
6887,1989,1300,3,1
6888,42460,37153,145,2
6889,2797,2797,6,1
6890,45387,40379,1054,1
6891,68007,56575,449,7
6892,1040,1040,1,1
6893,3136,3136,15,1
6894,8923,6387,365,1
6895,6232,3116,4,1
6896,54,27,1,1
6897,26557,25843,502,1
6898,5115,3316,8,1
6899,4764,3857,9,1
6900,73762,61780,341,1
6901,4669,2407,9,2
6902,171,141,6,1
6903,4681,4681,10,1
6904,2768,1423,12,2
6905,76124,65637,115,1
6906,2991,2686,5,1
6907,12801,12571,264,1
6908,4901,4127,58,1
6909,55360,46773,1049,1
6910,22913,17415,182,1
6911,4707,4704,254,1
6912,4616,3991,41,1
6913,937,937,18,1
6914,6908,5157,4,2
6915,735,735,34,1
6916,22942,22942,26,1
6917,6756,6714,108,1
6918,18467,12100,11,1
6919,72560,58898,340,1
6920,92,92,1,1
6921,3587,3587,1,1
6922,6464,4788,103,1
6923,34573,29648,466,1
6843,17496,11895,19,1
6844,74665,68521,54,1
6845,8940,8816,42,4
6846,120849,93676,2618,1
6847,49349,37395,95,1
6848,5234,4738,116,2
6849,159,159,7,1
6850,24116,12878,30,1
6851,15899,15899,15,3
6852,749,749,29,1
6853,20996,17969,569,1
6854,3171,1582,44,1
6855,34683,34682,210,1
6856,79072,65047,773,1
6857,101829,77484,908,3
6858,27233,24474,339,1
6859,4883,3194,131,2
6860,7450,5909,311,2
6861,1932,1932,17,1
6862,62669,52343,138,1
6924,46347,37032,124,1
6925,19288,14296,9,6
6926,8750,6043,47,3
6927,2382,1239,2,1
6928,5715,4614,105,1
6929,31706,26211,39,1
6930,4842,2484,164,2
6931,21568,15404,390,1
6932,4317,3818,25,2
6933,300,300,30,1
6934,7775,7190,712,1
6935,7242,6301,19,6
6936,37037,29716,33,2
6937,11689,11453,210,2
6938,807,807,32,1
6939,2609,2609,3,3
6940,94,94,11,1
6941,1041,1041,2,1
6942,9120,8103,70,9
6943,2294,2290,117,1
6944,40049,31336,53,2
6945,3897,3897,8,1
6946,39348,35091,1108,1
6947,11472,11408,30,1
6948,23027,19498,366,3
6949,13076,12369,95,1
6950,83925,49924,85,2
6951,1167,1018,89,1
6952,122904,94642,2483,1
6953,23319,22851,308,1
6954,15828,7788,320,2
6955,763,758,27,1
6956,51406,42857,663,1
6957,11285,6768,14,1
6958,3020,2945,60,1
6959,621,621,28,1
6960,1377,1377,17,1
6961,8491,7718,64,1
6962,207287,199651,17,1
6963,10012,10012,262,1
6984,5370,5245,7,1
6985,6465,984,25,1
6986,2597,2345,116,1
6987,27818,26798,63,1
6988,49468,39440,145,2
6989,9633,6686,515,1
6990,3331,3331,36,3
6991,13936,13881,448,5
6992,20064,14323,16,1
6993,23477,21515,389,1
6994,21396,21353,960,1
6995,4442,4438,46,1
6996,7226,7226,10,1
6997,1686,683,18,2
6998,27587,24662,478,1
6999,31604,31604,26,2
7000,12228,12225,235,1
7001,52283,39205,221,1
7002,2593,2427,60,1
7003,254,218,5,1
6964,1306,653,10,1
6965,8939,8939,34,1
6966,11284,8196,5,1
6967,366,366,9,1
6968,17020,15917,213,1
6969,47685,36123,26,3
6970,3189,2531,20,1
6971,17796,17718,12,1
6972,75504,59944,1013,1
6973,9549,9549,3,3
6974,37717,27546,6,1
6975,4126,3944,133,1
6976,1205,1205,12,1
6977,765,590,8,1
6978,2896,2856,119,1
6979,19534,19430,311,1
6980,5018,5011,18,5
6981,9922,5041,3,2
6982,7006,7006,56,2
6983,74768,61171,546,2
7044,3388,3388,20,4
7045,714,714,1,1
7046,309,309,21,1
7047,24303,16962,336,1
7048,2254,1761,20,1
7049,1178,1174,32,1
7050,57316,44700,210,3
7051,20980,18178,159,1
7052,1056,1056,4,1
7053,56066,44258,314,5
7054,9672,9068,195,1
7055,2400,2400,4,1
7056,17384,9199,5,1
7057,9733,7473,37,1
7058,7651,7411,56,4
7059,6275,3150,29,1
7060,1700,1700,52,1
7061,41607,33031,39,1
7062,519,519,23,1
7063,1064,979,5,1
7024,4123,4123,215,1
7025,6705,6194,100,1
7026,3311,2813,44,1
7027,83142,71084,505,1
7028,1458,1458,33,1
7029,533,396,1,1
7030,2339,2339,67,1
7031,59450,39303,19,1
7032,2904,1953,3,1
7033,66822,51969,136,6
7034,1574,1562,5,2
7035,886,886,1,1
7036,7667,7514,114,1
7037,1295,1295,5,1
7038,25352,21332,124,1
7039,1332,1332,29,1
7040,3186,3177,59,1
7041,76478,59171,714,2
7042,11594,7784,57,1
7043,76731,55517,560,1
7004,26613,26613,19,5
7005,40072,34664,1076,2
7006,33834,28230,106,1
7007,26994,21651,1237,220
7008,534,500,32,1
7009,439,439,6,1
7010,5321,3245,14,1
7011,10449,10449,227,1
7012,51008,40363,299,1
7013,31066,25152,229,2
7014,13436,12860,413,1
7015,6495,6422,39,1
7016,36786,19085,40,1
7017,1646,1646,1,1
7018,2293,2293,1,1
7019,21112,15067,239,1
7020,17544,15002,253,1
7021,457979,407127,198,1
7022,6084,5458,286,5
7023,857,857,4,1
7064,1538,1210,3,1
7065,42845,42522,23,2
7066,22325,14185,108,1
7067,2120,1473,11,2
7068,1157,1157,3,1
7069,65973,53604,40,11
7070,53920,46481,58,1
7071,18260,17748,463,1
7072,103,103,1,1
7073,3905,3899,50,3
7074,12710,6356,3,1
7075,5034,4842,74,1
7076,3116,3114,54,1
7077,4002,4002,160,1
7078,47212,40699,754,2
7079,3599,3599,1,1
7080,1553,1553,39,1
7081,38248,36638,952,1
7082,2923,2923,95,1
7083,6009,6009,20,1
7084,2490,2490,33,1
7085,15004,11967,427,2
7086,15415,8922,14,3
7087,402,395,21,17
7088,80436,61583,768,1
7089,3092,3092,1,1
7090,11560,10972,11,1
7091,352,352,3,3
7092,17372,14926,288,1
7093,1416,1416,1,1
7094,14437,14437,13,2
7095,736,736,1,1
7096,514,514,2,1
7097,46256,35511,263,1
7098,44309,36460,74,1
7099,14198,13814,65,2
7100,2957,2916,173,1
7101,3911,3816,12,1
7102,23188,21119,671,1
7103,29108,26913,729,1
7124,50966,32261,760,2
7125,5441,2754,20,5
7126,10084,10072,113,1
7127,5327,3208,28,1
7128,27063,17333,86,1
7129,102958,87761,769,1
7130,3061,3061,1,1
7131,31994,31994,376,1
7132,18050,15099,87,1
7133,44894,36656,171,2
7134,579,579,32,1
7135,7153,3922,19,1
7136,133,133,3,1
7137,485,485,1,1
7138,9152,5748,10,2
7139,1852,1590,73,1
7140,2321,2321,67,1
7141,3065,3065,21,1
7142,9598,8244,200,1
7143,250,250,1,1
7104,5494,4409,6,1
7105,6522,4727,8,1
7106,1982,1982,3,1
7107,23394,19941,439,1
7108,52445,42935,173,1
7109,3623,3566,92,1
7110,7186,6899,87,2
7111,92243,70163,115,1
7112,106321,87077,1388,1
7113,1755,1755,22,1
7114,7538,7534,203,2
7115,493,493,7,1
7116,65962,52597,600,2
7117,625,625,3,1
7118,5999,5999,2,2
7119,1972,1972,1,1
7120,34675,29817,229,1
7121,12297,10147,152,2
7122,76193,51292,86,7
7123,31138,27379,283,1
7144,1306,1306,1,1
7145,559,235,5,1
7146,56695,44156,58,4
7147,796,397,4,1
7148,74871,61826,152,1
7149,940,940,39,1
7150,487,485,3,2
7151,90914,70530,964,3
7152,53780,53780,55,4
7153,8544,8544,175,1
7154,4760,4760,100,1
7155,13208,13208,124,4
7156,6997,6991,40,1
7157,3372,3085,153,1
7158,43401,34851,58,1
7159,329,299,29,1
7160,10754,7262,19,1
7161,15605,13289,263,1
7162,835,499,4,1
7163,7912,4045,56,1
7164,1210,1210,30,1
7165,5920,5920,59,1
7166,57195,57195,65,1
7167,9143,6343,167,3
7168,18342,17013,410,1
7169,909,909,15,1
7170,4262,4262,14,1
7171,69518,54479,175,2
7172,4637,4637,4,4
7173,1675,904,56,1
7174,1192,1192,3,1
7175,3058,3058,23,1
7176,5178,5178,76,1
7177,13261,13192,63,9
7178,23285,20366,126,1
7179,117,98,3,1
7180,25705,22928,622,2
7181,49283,39883,150,1
7182,1995,1756,1,1
7183,12387,12142,22,1
7184,7145,7145,4,1
7185,296,172,3,1
7186,20380,16525,368,1
7187,1142,992,10,2
7188,5711,5707,55,1
7189,2979,2019,4,1
7190,5413,5199,66,1
7191,3646,3638,112,3
7192,3053,3013,5,4
7193,44275,34872,161,1
7194,17795,17795,58,1
7195,2013,2013,30,1
7196,37710,31304,22,3
7198,16840,15605,120,1
7199,3699,3699,82,1
7200,5999,5999,1,1
7201,15994,12511,20,4
7202,499,499,1,1
7203,13937,12006,33,1
7204,1450,1432,1,1
7205,42648,35487,15,2
7206,90211,75118,386,1
7207,5447,5205,78,1
7208,36166,29219,20,2
7209,1075,1074,10,1
7210,49190,39285,209,2
7211,66729,53612,1019,1
7212,3701,3701,6,1
7213,1787,1787,11,1
7214,48126,31832,223,2
7215,5626,5626,244,1
7216,99934,81330,61,3
7217,4166,4166,6,1
7218,23626,21413,82,5
7219,14059,10727,269,1
7220,27531,24771,249,1
7221,93787,70969,23,12
7222,5623,5421,55,1
7223,4410,4410,47,2
7224,1090,971,2,1
7245,4174,4060,75,1
7246,11054,10338,471,1
7247,2672,2672,4,1
7248,23247,21791,88,1
7249,3495,3382,22,1
7250,1878,1482,3,2
7251,2796,2444,42,1
7252,626,612,23,1
7253,22973,14710,56,3
7254,2665,2261,19,1
7255,6558,4093,12,2
7256,212,212,10,1
7257,5311,5289,37,1
7258,2145,2145,10,2
7259,35177,28730,3,2
7260,679,679,85,1
7261,2134,2134,1,1
7262,906,906,10,3
7263,1593,1558,9,2
7264,14859,14135,8,1
7225,5388,5053,17,2
7226,12188,12175,605,1
7227,47351,38832,226,1
7228,5188,5188,69,1
7229,1887,1887,3,2
7230,3894,3881,17,2
7231,461,289,19,1
7232,55162,51202,525,1
7233,18774,11375,34,1
7234,2095,1859,22,3
7235,12043,11117,284,1
7236,240,218,2,1
7237,55421,47004,59,2
7238,24141,21867,51,1
7239,1453,1436,82,1
7240,24719,19590,680,1
7241,669,669,34,1
7242,4611,4611,9,1
7243,59844,33423,17,1
7244,15342,15342,7,1
7285,3077,3077,14,7
7286,4720,4720,35,1
7287,67290,61542,502,2
7288,1043,1043,8,1
7289,7019,7018,52,1
7290,264,262,2,1
7291,4515,4465,130,4
7292,42212,42211,196,1
7293,6456,5563,113,1
7294,22161,20621,278,2
7295,463,463,3,1
7296,18806,14879,27,1
7297,3624,1858,6,1
7298,54726,48588,331,1
7299,884,884,9,2
7300,5999,5999,1,1
7301,10796,10515,99,2
7302,46770,40942,355,1
7303,19907,19771,13,6
7304,9417,9417,60,3
7305,7595,7580,46,1
